codigo_antigo,codigo_novo,descricao,data_alteracao,unnamed_7
1127-790-1001,1127-790-1002,Carcaça do punho,2014-03-27,
4137-200-0303,4180-200-0637,KM 85 R Roçadeira - Lâmina 4 Facas 230mm,2016-05-12,
4180-200-0532,4137-200-0311,"FS-KM Roçadeira,GSB 230-4",2016-05-12,
4812-792-8803,4812-792-8805,Alavanca do interruptor,2016-01-12,
1135-034-3000,1140-034-3000,"Anel de compressão Ø 47x1,2 mm",2016-02-05,
1122-162-3005,0000-162-3001,Suporte,2016-06-13,
4900-500-8212,4915-500-0836,"Mangueira de alta pressão DN 6, 9 m",2016-01-11,
3003-001-9411,3003-001-9413,"Sabre S 40cm/16"" 1,6mm/0/063"" 3/8""",2016-06-22,
5910-850-1009,5910-850-1100,Indicador de rotação EDT 9,2016-06-10,
4314-200-0006,4314-200-0022,BT 45 Furadeira com broca Ø13x320mm,2017-05-08,
4314-200-0007,4314-200-0023,BT 45 Furadeira com broca Ø19x460mm,2016-08-04,
4314-200-0009,4314-200-0024,BT 45 Furadeira com broca Ø25x460mm,2016-08-04,
4126-182-0800,4126-182-0800,Trava do acelerador,2014-05-17,
4244-140-0602,4244-140-0606,Silenciador Z,2016-04-28,
4137-200-0302,4137-200-0315,KM 85 R Roçadeira - AutoCut C 25-2,2016-08-10,
4244-701-6000,4244-701-6001,Mangueira,2015-03-24,
4119-180-1100,4119-180-1101,Cabo do acelerador,2014-02-19,
4238-400-1301,4238-400-1302,Módulo de ignição,2016-04-18,
4134-020-1213,4134-020-1218,Cilindro com pistão Ø 35 mm,2016-08-12,
4134-020-1214,4134-020-1219,Cilindro com pistão Ø 40 mm,2016-09-06,
4244-700-4100,4244-700-4109,Carcaça do ventilador,2016-09-29,
3002-001-8423,3002-001-9223,"Sabre D 53cm/21"" 1,6mm/0/063""",2016-09-13,
4255-700-7000,4255-700-7001,Alavanca,2016-07-29,
4138-710-7117,4138-710-7118,"Tubo do eixo Ø 25,4 mm x 1,30 m",2016-11-04,
4128-640-0101,4128-640-0106,Engrenagem,2016-02-05,
1130-200-0275,1130-200-0394,"MS 180 C-BE Motosserra,35cm/14"",61PMM3",2017-01-12,
4140-710-7134,4180-710-7141,Implem/ KM - FS Roçadeira s/ conj/corte,2016-08-09,
4134-200-0267,4134-200-0342,"FS 120 Roçadeira,DM 250-3",2017-01-24,
4134-200-0266,4134-200-0343,"FS 120 Roçadeira,GSB 230-2",2017-01-24,
4134-200-0265,4134-200-0344,"FS 120 Roçadeira,TrimCut 31-2",2017-01-24,
4134-200-0267,4134-200-0396,"FS 120 Roçadeira,DM 250-3",2017-01-25,
4255-019-4972,4255-019-4973,SG 71 Pulverizador Manual Costal,2017-01-20,
4134-200-0266,4134-200-0397,"FS 120 Roçadeira,GSB 230-2",2017-01-25,
4144-160-2900,4144-160-2904,Tambor da embreagem,2016-08-15,
4137-200-0153,4137-200-0309,KA 85 R SP WR 9 - Derriçador de Café,2017-01-10,
,4137-200-0310,KA 85 R SP WR 6 - Derriçador de Café,2017-02-14,
4231-740-5100,4260-740-5100,SP 20 Derriçador,2017-01-10,
9503-003-0358,9503-003-0360,"Rolamento de esferas DIN625-15x36,3x11",2017-01-31,
0835-020-8001,0835-020-7001,"Disco de corte K-BA Ø 350mm/14""",2016-06-30,
4134-140-0602,4134-140-0613,Silenciador,2017-04-07,
4282-700-3802,4282-700-3805,Placa dorsal,2017-02-02,
4719-007-1053,4719-700-7300,Conexão da mangueira,2017-02-21,
4244-700-0805,4244-700-0810,Recipiente  14 l,2017-06-27,
4134-200-0265,4134-200-0398,"FS 120 Roçadeira,TrimCut 31-2",2017-01-25,
4182-200-0057,4182-200-0160,"HT-KM Implem/ Motopoda,30cm/12"",71PM3",2017-03-03,
4182-200-0056,4182-200-0166,"HT-KA Implem/ Motopoda,30cm/12"",71PM3",2017-03-03,
4313-200-0024,4313-200-0045,BT 131 Perfurador Solo - Motor 4-Mix,2017-03-06,
4137-200-0246,4137-200-0312,"KA 85 R HT 30cm/12"",71PM3",2017-03-03,
4137-200-0276,4137-200-0313,"KM 85 R HT 30cm/12"",71PM3",2017-03-03,
4282-400-1305,4282-400-1308,Módulo de ignição,2017-03-06,
4134-120-0652,4134-120-0654,Carburador C1Q-S163A,2017-03-06,
4134-030-0403 ,4134-030-0406,Virabrequim,2016-04-18,
4237-160-2000,4237-160-2001,Embreagem,2017-03-06,
4255-500-1303,4255-500-1307,Pistola,2017-03-06,
4241-121-4700,4241-121-4702,Membrana de regulagem,2017-03-21,
4138-642-1350,0000-640-2003,"Pinhão da corrente 3/8"" Picco 7d",2017-01-31,
4237-080-2108,4237-080-2113,Carcaça do ventilador c/disp/ arranque,2016-01-12,
4134-200-0368,4134-200-0374,KA 120 R HL 145° - Podador Especial,2017-04-04,
4137-200-0175,4137-200-0344,KA 85 R HL 145° - Podador Especial,2017-04-04,
4137-200-0277,4137-200-0345,KM 85 R HL 145° - Podador Especial,2017-04-04,
4230-740-5000,4243-740-5003,HL-KM 145° Podador especial,2017-04-04,
4230-740-5100,4243-740-5101,HL 145° Podador especial,2017-03-27,
4182-200-0064,4182-200-0173,"HT 133 Moto-poda,30cm/12"",71PM3",2017-04-10,
4811-011-1500,4811-011-1505,"BGE 71 Soprador elétrico, 127 V",2017-03-31,
4140-029-2301,4140-029-2300,Junta do cilindro,2017-04-18,
4811-011-1501,4811-011-1506,"BGE 71 Soprador elétrico, 220 V",2017-04-20,
4255-708-3100 ,4255-708-3105,Porca de engate,2017-04-25,
,4255-708-3106,Porca de engate,2017-04-25,
4128-710-3800,4147-710-3800,Prato de pressão,2017-04-28,
4116-030-0400,4203-030-0400,Virabrequim,2017-04-28,
0781-516-4005,7030-516-0000,Óleo de corrente STIHL Magnum 1L,2017-05-02,
9503-003-0359,9503-003-0361,Rolamento de esferas DIN625-6202,2017-05-05,
1140-020-1205,1140-020-1209,Cilindro com pistão Ø 47 mm,2017-05-09,
4776-500-1000,4776-500-1001,Carcaça,2017-05-25,
4776-432-1000,4776-500-1700,"Cj/ carcaça, carcaça do interruptor",2017-05-25,
1130-350-0411,1130-350-0412,Tanque de combustível,2017-05-26,
4237-080-2102,4237-080-2113,Carcaça do ventilador c/disp/ arranque,2017-05-18,
0463-040-0010,0463-028-0065,Adesivo com Logotipo papel/plást 10x5cm,2017-05-30,
4137-020-1201,4137-020-1202,Cilindro com pistão Ø 34 mm,2017-06-07,
5203-200-0008,5203-200-0010,USG Afiador completo 220 V/60 Hz,2017-04-27,
5203-200-0009,5203-200-0011,USG Afiador completo 127 V/60 Hz,2017-04-27,
5203-600-0207,5203-600-0215,Motor elétrico 220 V/60 Hz,2017-04-27,
4138-351-9300,1117-647-6801,Tela,2017-06-07,
4237-200-0010,4237-200-0015,"HS 82 R Podador,600mm/24""",2017-06-08,
5203-600-0208,5203-600-0216,Motor elétrico 127 V/60 Hz,2017-04-27,
4811-700-2200,4811-700-2201,Disp/ de sucção,2017-06-19,
4138-200-0034,4138-200-0041,"HT 70 K Moto-poda,30cm/12"",63PM",2017-06-27,
4776-500-1000,4776-500-1700,"Cj/ carcaça, carcaça do interruptor",2017-05-25,
4255-500-9102,4255-500-9104,Pistola com manômetro,2017-08-21,
1140-792-4900,1140-792-4902,Proteção da mão,2017-07-12,
4137-790-7200,4137-790-7202,Luva,2017-06-30,
4138-710-7104,4182-710-7114,"Tubo do eixo Ø 25,4 mm",2017-05-26,
1123-030-0410,1123-030-0408,Virabrequim,2017-06-28,
4138-642-1250,0000-640-2002,"Pinhão da corrente 3/8"" Picco 6d",2017-06-19,
4134-030-2003,4134-030-2015,Pistão Ø 40 mm,2017-06-26,
1137-640-2003,1137-640-2007,"Pinhão da corrente 3/8"" Picco 7Z",2017-07-05,
1130-021-2505,1130-021-2504,Carcaça do virabrequim,2017-06-19,
4134-030-2003,4134-030-2015,Pistão Ø 40 mm,2017-06-26,
9512-003-3064,9512-003-3061,Gaiola de agulhas 12x15x15,2017-08-04,
4255-500-7400,4255-500-7403,Válvula de regulagem 1 bar,2017-08-07,
4255-500-7401,4255-500-7404,"Válvula de regulagem 1,5 bar",2017-08-07,
4255-500-7402,4255-500-7405,Válvula de regulagem 2 bar,2017-08-07,
4282-007-3600,4282-007-3600,Kit cabeçotes de aspiração (10 pares),2017-07-11,
4811-600-0202,4811-600-0203,Motor elétrico 230 V/50 Hz,2017-05-30,
4140-640-1402,4144-640-5900,Transmissão de saída,2017-09-19,
1140-121-6901 ,1140-140-2802,Carcaça do filtro,2017-08-07,
4137-740-4501 ,4180-740-5100,Implemento FCS Aparador de cantos,2017-08-30,
4282-700-4103,4282-700-4106,Carcaça do ventilador,2017-09-26,
4282-760-8100,4282-760-8101,Grade de proteção,2017-04-05,
0835-020-8002,0835-020-7002,"Disco de corte K-BA Ø 400mm/16""",2017-09-28,
4137-218-0002,4137-200-0320,"FS 85 Roçadeira,DM 250-3",2017-09-28,
4137-218-0007,4137-200-0321,"FS 85 Roçadeira,GSB 230-2",2017-09-28,
4137-200-0234,4137-200-0322,"FS 85 Roçadeira,TrimCut 31-2",2017-09-28,
4137-200-0250,4137-200-0318,"FS 80 Roçadeira,DM 250-3",2017-10-02,
4137-200-0249,4137-200-0328,"FS 80 Roçadeira,GSB 230-2",2017-10-02,
4137-200-0243,4137-200-0319,"FS 80 Roçadeira,TrimCut 31-2",2017-10-02,
4134-020-1217,4134-020-1220,Cilindro com pistão Ø 40 mm,2017-10-06,
4244-700-2100,4244-700-2104,Cobertura,2017-10-10,
1127-030-0411,1127-030-0401 ,Virabrequim,2017-10-16,
4002-710-2137,4002-710-2169,Cabeçote de corte AutoCut C 26-2,2017-10-16,
4137-200-0315,4137-200-0369,KM 85 R Roçadeira - AutoCut C 26-2,2017-10-16,
4140-200-0443,4140-200-0498,"FS 55 R Roçadeira,AutoCut C 26-2",2017-10-17,
1119-020-1200,1119-020-1209,Cilindro com pistão Ø 52 mm,2017-10-19,
0000-967-3662,0000-967-7247,Etiqueta autoadesiva ind/ advertência MS,2017-10-25,
4134-200-0344,4134-200-0398,"FS 120 Roçadeira,TrimCut 31-2",2017-10-25,
4134-200-0343,4134-200-0397,"FS 120 Roçadeira,GSB 230-2",2017-10-25,
4134-200-0342,4134-200-0396,"FS 120 Roçadeira,DM 250-3",2017-10-25,
1122-664-0501,1122-664-0501,Batente de garras,2017-10-26,
1119-120-1600,1119-120-1616,Parte do filtro de ar,2017-10-26,
4134-200-0364,4134-200-0393,KA 120 R Roçadeira - Lâmina 3 Facas 250m,2017-10-30,
4134-200-0365,4134-200-0394,KA 120 R Roçadeira - Lâmina 2 Facas 230m,2017-10-30,
4134-200-0366,4134-200-0395,KA 120 R Roçadeira - Trimcut 31-2,2017-10-30,
4137-740-4100,4137-740-5100,FS Implemento Roçadeira,2017-10-30,
4140-200-0355,4140-200-0500,"FS 55 Roçadeira,AutoCut C 25-2",2017-11-01,
4140-200-0356,4140-200-0442,"FS 55 Roçadeira,GSB 230-2",2017-11-01,
4282-790-1306,4282-790-1305,Cabo de manejo,2017-11-10,
0463-902-0432,0463-902-0205,Carregador portátil,2017-11-10,
0463-902-0000,0463-902-0161,Bola de futebol oficial,2017-11-10,
0463-902-0001,0463-902-0162,Bola de Voleibol Oficial,2017-11-10,
1122-350-0817,1122-350-0826,Carcaça do tanque,2017-11-10,
4006-710-2105,4006-710-2126,Cabeçote de corte AutoCut C 6-2,2017-11-16,
4238-700-8100,4238-700-8109,Proteção,2017-01-12,
4137-200-0344,4137-200-0342,KA 85 R HL 145° - Podador Especial,2017-11-23,
4137-200-0299,4137-200-0348,KA 85 R SP - Colhedor especial,2017-11-24,
4137-200-0309,4137-200-0346,KA 85 R SP WR 9- Derriçador de Café,2017-11-24,
4137-200-0310,4137-200-0347,KA 85 R SP WR 6 - Derriçador de Café,2017-11-24,
4137-200-0312,4137-200-0336,"KA 85 R HT 30cm/12"",71PM3",2017-11-24,
4137-200-0365,4137-200-0325,KA 85 R Roçadeira - Trimcut 31-2,2017-11-24,
4137-200-0366,4137-200-0324,KA 85 R Roçadeira - Lâmina 2 Facas 230mm,2017-11-24,
4137-200-0367,4137-200-0323,KA 85 R Roçadeira - Lamina 3 Facas 250mm,2017-11-24,
4137-200-0238,4137-200-0316,KA 85 R FCS – Aparador de cantos,2017-11-28,
4137-200-0301,4137-200-0341,KA 85 R FCS – Aparador de cantos,2017-11-28,
4601-200-0014,4137-200-0341,KA 85 R BF - Cultivador de solo,2017-11-28,
1121-200-0408,1121-200-0429,"MS 260 Motosserra,40cm/16"",26RS",2017-12-01,
3003-000-6813,3003-008-6813,"Sabre R 40cm/16"" 1,6mm/0/063"" /325""",2017-12-01,
4255-540-0202,4255-540-0204,Reservatório de pressão,2017-12-05,
4282-791-0803,4282-790-0300,Cabo da mão,2017-12-13,
3005-000-3909 ,3005-008-3909 ,"Sabre R 35cm/14"" 1,1mm/0/043"" 3/8""P",2017-12-14,
1130-200-0398,1130-200-0496,"MS 180 Motosserra,35cm/14"",61PMM3",2017-12-14,
4255-670-0100,4255-670-0102,Cotovelo,2017-12-18,
0000-930-2300,0000-930-3614,"Fio corte red/ Ø 2,0 mm x 15,3 m vd",2018-01-15,
0000-930-2301,0000-930-3615,"Fio corte red/ Ø 2,0 mm x 123,0 m vd",2018-01-15,
0000-930-2302,0000-930-3616,"Fio corte red/ Ø 2,4 mm x 15,3 m la",2018-01-15,
0000-930-2303,0000-930-3617,"Fio corte red/ Ø 2,4 mm x 87,0 m la",2018-01-15,
0000-930-2304,0000-930-3618,"Fio corte red/ Ø 2,4 mm x 261,0 m la",2018-01-15,
0000-930-2321,0000-930-3619,"Fio corte red/ Ø 2,4 mm x 688,0 m la",2018-01-15,
0000-930-2305,0000-930-3620,"Fio corte red/ Ø 2,7 mm x 10,9 m vm",2018-01-15,
0000-930-2306,0000-930-3621,"Fio corte red/ Ø 2,7 mm x 72,0 m vm",2018-01-15,
0000-930-2307,0000-930-3622,"Fio corte red/ Ø 2,7 mm x 215,0 m vm",2018-01-15,
0000-930-2319,0000-930-3623,"Fio corte red/ Ø 2,7 mm x 512,0 m vm",2018-01-15,
0000-930-2320,0000-930-3624,"Fio corte red/ Ø 3,0 mm x 300,0 m am",2018-01-15,
0000-930-2633,0000-930-3800,"Fio corte qua/ Ø 3,0 mm x 312,0 m am",2018-01-15,
1119-120-1604,1119-120-1625,Filtro de ar com compensador,2017-10-19,
0000-670-7701,0000-670-7702,Cabo,2018-02-02,
4182-790-4400,0000-790-4400,Apoio dorsal RTS-HT,2017-08-10,
4182-710-7321,4182-710-7350,Luva,2018-02-16,
4119-180-1101,4119-180-1103,Cabo do acelerador,2018-02-19,
0000-930-2530,0000-930-2419,"Fio corte redondo sil/ Ø 2,4 mm x 14,6 m",2018-03-01,
1140-030-2009,1140-030-2013,Pistão Ø 47 mm,2018-03-01,
4811-700-3400,4811-700-3401,Roda do ventilador,2018-03-02,
1118-790-9930,1119-790-9906,Amortecedor,2018-03-06,
1119-790-9901,1119-790-9906,Amortecedor,2018-03-06,
4241-120-0617,4241-120-0620,Carburador 4241/20,2018-03-06,
1140-034-3000,1140-034-3008,"Anel de compressão Ø 47x1,2 mm",2018-03-19,
4811-700-6900,4811-700-6901,Cotovelo,2018-03-26,
4243-708-6201,4243-708-6202,Segmento de contato,2018-04-23,
4137-200-0313,4137-200-0339,"KM 85 R HT 30cm/12"",71PM3",2018-05-09,
4137-200-0345,4137-200-0343,KM 85 R HL 145° - Podador Especial,2018-05-09,
4137-200-0275,4137-200-0338,KM 85 R BG - Soprador Axial,2018-05-09,
4180-200-0637,4137-200-0326,KM 85 R Roçadeira - Lâmina 4 Facas 230mm,2018-05-09,
4137-200-0278,4137-200-0340,KM 85 R BF - Cultivador de Solo,2018-05-09,
4137-200-0300,4137-200-0317,KM 85 R FCB - Aparador de cantos,2018-05-09,
4282-708-8702,4282-708-8706,Braçadeira,2018-05-23,
4282-792-0200,4282-790-0701,Assento,2018-05-23,
4282-792-0201,4282-790-0701,Assento,2018-05-23,
4182-640-0126,4182-640-0150,Engrenagem,2018-05-24,
4203-350-7600,4203-358-7701,Mangueira,2018-06-05,
0463-902-0000,0463-902-0161,Bola de Futebol,2018-06-11,
4282-700-3403,4282-700-3406,Roda do ventilador,2018-06-26,
4224-200-0028,4224-200-0039,Carrinho de transporte,2018-06-29,
4224-710-1402,4224-710-1403 ,Carrinho de transporte,2018-06-29,
9008-319-0960,9008-345-0960,Parafuso sextavado M5x12,2018-06-28,
4768-435-4100,4768-430-0500,Excêntrico do interruptor,2018-07-19,
1122-350-0817 ,1122-350-0826,Carcaça do tanque,2018-07-19,
4244-007-1002,4244-007-1022,Jogo bico ULV,2018-07-11,
1144-030-0400,1144-030-0401,Virabrequim,2018-07-23,
4282-792-0200,4282-790-0701,Assento,2018-07-24,
4282-792-0201,4282-790-0701,Assento,2018-07-24,
1208-640-7550, 1208-640-7551,Roda dentada,2018-07-30,
1125-162-0801,1125-162-0802,Contrapeso centrífugo,2018-08-13,
4002-710-2130,4002-710-2176,Cabeçote de corte PolyCut 20-3,2018-08-13,
4134-030-2015,4134-030-2019,Pistão Ø 40 mm,2018-08-13,
9503-003-6461,9503-003-6462,Rolamento de esferas 6201,2018-08-13,
4134-200-0372,4134-200-0375,KA 120 R FCS – Aparador de cantos,2018-08-31,
4182-710-7121,4182-710-7127,"Tubo do eixo Ø 25,4 mm",2018-09-05,
1123-120-1650,1123-120-1651,Filtro de ar,2018-09-05,
1128-358-7701,1135-350-7600,Mangueira,2018-05-09,
1118-440-1100,1119-440-3050,Cabo de ligação,2018-09-20,
1123-120-1650,1123-120-1651,"Filtro de ar, flocado",2018-09-20,
4003-710-2113,4003-710-2117,Cabeçote de corte PolyCut 41-3,2018-09-27,
4241-700-4117,4241-700-4118,Carcaça do ventilador,2018-09-27,
4180-400-1313 ,4180-400-1320,Módulo de ignição,2018-09-27,
4255-700-7001 ,4255-700-7003,Alavanca,2018-09-27,
1130-141-1703,1130-141-1701,Placa do filtro,2018-10-01,
0000-930-2303,0000-930-3617,"Fio corte red. Ø 2,4 mm x 87,0 m la",2018-10-01,
1119-120-1621,1119-120-1628,"Filtro de ar, Vlies",2018-11-05,
1118-440-1100,1119-440-3050,Cabo de ligação,2018-11-05,
4247-705-7000,4247-760-8400,Barra,2018-11-05,
1208-162-8900,4182-162-8900,"Arruela de aço 10,04x32x1,8",2018-11-05,
4282-350-1401,4282-350-1402,Elemento de fixação,2018-11-22,
4137-120-0611,4137-120-0623,Carburador C1Q-S80F,2019-01-15,
4003-710-2113,4003-710-2117,Cabeçote de corte PolyCut 41-3,2018-10-01,
4180-140-2801,4180-140-2804,Carcaça do filtro,2013-03-25,
4223-190-1001,4238-190-1001,Polia,2019-01-20,
4811-700-2200,4811-700-2201,Disp. de sucção,2019-01-29,
4180-200-0279,4180-200-0647,"FS 131 Roçadeira,DM 250-3",2019-02-04,
9523-003-4300,9523-003-4301,Rolamento de esferas 15x38x11,2019-02-04,
4787-012-4507,4951-012-4505,RE 88 Lavadora de alta pressão 127 V,2019-02-25,
4180-200-0279,4180-200-0647,"FS 130 Roçadeira,DM 250-3",2019-02-01,
4815-600-0200,4815-600-0209,Motor elétrico 127 V/ 60 Hz,2019-03-05,
4128-710-7104,4128-710-7108,"Tubo do eixo Ø 28 mm x 1,49 m",2019-03-11,
0000-930-2320,0000-930-3624 ,"Fio corte red. Ø 3,0 mm x 300,0 m am",2019-03-12,
4247-540-0100,4247-540-0400,Barra,2019-03-12,
1122-650-7701,1122-650-7702,Segurança da corrente,2019-03-12,
4119-182-2101,0000-182-2101 ,Suporte,2019-03-12,
4241-400-1317,4241-400-1317,Módulo de ignição,2019-03-15,
4241-400-1302,4241-400-1318,Módulo de ignição,2019-04-12,
4180-080-1811,4180-080-1819,Carcaça do ventilador,2019-04-12,
4811-760-8200,4811-760-8203,Tubo,2019-05-21,
1123-120-9700,1123-120-9701,Jogo êmbolo da bomba,2019-05-28,
4134-358-0800,4134-350-7600,Mangueira,2019-05-28,
4137-020-1202,4137-020-1203,Cilindro com pistão Ø 34 mm,2019-05-28,
4238-030-2003,4238-030-2008,Pistão Ø 50 mm,2019-05-28,
4241-140-0600,4241-140-0614,Silenciador,2019-05-28,
4809-790-1407,4809-790-1409,Carcaça de plástico externa,2019-05-28,
4811-760-8200,4811-760-8203,Tubo,2019-05-28,
5910-840-0207,5910-840-0210,Equipamento para diagnose MDG 1,2019-05-28,
5910-840-1500,5910-840-1501,Cartão USB Bluetooth,2019-05-28,
4282-034-3000,4283-034-3002,"Anel de compressão Ø 50x1,2 mm",2019-05-29,
4238-020-1207,4238-020-1209,Cilindro com pistão Ø 50 mm,2019-05-30,
4241-120-0620,4241-120-0627,Carburador 4241/20 - Carburador 4241/27,2019-05-30,
4282-701-5405,4282-700-1809,Tubo soprador,2019-06-04,
4243-640-4502,4243-640-4506,Sistema de retenção,2019-06-04,
4180-791-9302,4180-791-9303,Amortecedor,2019-06-04,
1206-605-1001,1208-605-1002,"Capacitor 0,15 µF",2019-07-03,
4237-200-0015,4237-200-0018,"HS 82 R Podador,600mm/24""",2019-06-18,
4243-640-0528,4243-640-0535,Carcaça da engrenagem,2019-08-09,
4140-180-1113,4140-180-1750,Trava do acelerador com cabo do,2019-08-09,
4241-200-0003,4241-200-0017,BG 86 C-E ErgoStart Soprador,2019-07-24,
1130-350-6200,0000-350-6202,Bomba de combustível,2019-10-07,
1207-440-2001,1208-440-2005,Cabo de conexão,2019-10-07,
4002-740-6700,4002-740-6701,Porca estrela,2019-10-07,
4180-007-1061,4282-007-1700,Jogo peças do carburador,2019-10-07,
4182-710-7110,4182-710-7140,Tubo do eixo,2019-10-07,
1117-195-0301,1117-190-0601,Mola de recuo,2019-10-07,
1125-182-0900,1125-182-0901,Interruptor combinado,2019-10-07,
4137-120-0623,4137-120-0629,Carburador 4137/29,2019-10-07,
4229-121-5603,1123-121-5602,Injetor fixo 0.46,2019-10-07,
4244-400-1307,4244-400-1308,Módulo de ignição,2019-10-07,
4815-600-0201,4815-600-0210,Motor elétrico 230 V/50 Hz,2019-10-07,
4915-500-0829,4910-500-0801,Mangueira de alta pressão DN06 7 m,2019-11-18,
4915-500-0836 ,4910-500-0802,Mangueira de alta pressão DN06 9 m,2019-11-18,
1144-400-1301,1144-400-1309,Módulo de ignição,2020-01-09,
4244-700-6303,4244-700-6304,Bico,2020-01-09,
4137-120-0622,4137-120-0629,Carburador 4137/29,2020-01-09,
4137-160-2001,4137-160-2002,Embreagem,2020-01-09,
4950-007-1000,4950-007-1008,Jogo de juntas pistão,2020-01-13,
4244-182-4200,4244-182-4201,Mola de contato,2020-02-05,
4119-182-2101,0000-182-2101,Suporte,2020-02-28,
4812-792-9603,0000-792-9600,Proteção da lâmina,2020-03-18,
1128-200-0524,1142-200-0171,"MS 462 Motosserra,40cm/16"",36RM",2020-06-09,
1128-200-0525,1142-200-0172,"MS 462 Motosserra,50cm/20"",36RM",2020-06-09,
1128-200-0526,1142-200-0173,"MS 462 Motosserra,50cm/20"",36RS",2020-06-09,
1128-200-0527,1142-200-0170,"MS 462 Motosserra,40cm/16"",36RS",2020-06-09,
1128-200-0528,1142-200-0190,"MS 462 Motosserra,63cm/25"",36RM",2020-06-09,
1128-200-0715,1142-200-0189,"MS 462 Motosserra,63cm/25"",36RM",2020-06-09,
4244-790-1302,4244-790-1310,Cabo de manejo,2020-05-11,
4853-011-5904,BA02-011-590,BGA 86 Soprador a bateria,2020-05-18,
4951-510-0300,4951-510-0304,Pistão de comando,2020-06-08,
4900-500-0303,4910-500-0900,Extensão da lança 410 mm,2020-06-01,
1152-200-0008,1252-200-0054,"MSA 161 T Motosserra à bateria,30cm/12""",2020-08-03,
4137-200-0319,4137-200-0394,"FS 80 Roçadeira,TrimCut 32-2",2020-10-05,
4137-200-0322,4137-200-0395,"FS 85 Roçadeira,TrimCut 32-2",2020-10-05,
4134-200-0398,4134-200-0458,"FS 120 Roçadeira,TrimCut 32-2",2020-10-05,
4119-200-0027,4119-200-0087,"FS 160 Roçadeira,TrimCut 42-2",2020-10-05,
4119-200-0028,4119-200-0088,"FS 220 Roçadeira,TrimCut 42-2",2020-10-05,
4119-200-0030,4119-200-0089,"FS 290 Roçadeira,TrimCut 42-2",2020-10-05,
4134-200-0245,4134-200-0459,"FS 300 Roçadeira,TrimCut 42-2",2020-10-05,
4134-200-0248,4134-200-0460,"FS 350 Roçadeira,TrimCut 42-2",2020-10-05,
4134-200-0273,4134-200-0461,"FS 380 Roçadeira,TrimCut 42-2",2020-10-05,
4119-200-0031,4119-200-0090,FR 220 Roçadeira costal,2020-10-05,
4137-200-0325,4137-200-0396,KA 85 R Roçadeira - Trimcut 32-2,2020-10-05,
4134-200-0395,4134-200-0462,"KA 120 R,FS Roçadeira,TrimCut 32-2",2020-10-05,
4520-400-6503,4520-400-6518,AK 20 Bateria,2020-10-29,
1144-007-1605,1144-007-1606,Jogo de juntas de vedação,2020-11-06,
4243-640-0523,4243-640-0535,Carcaça da engrenagem,2020-11-06,
4243-640-0528,4243-640-0535,Carcaça da engrenagem,2020-11-06,
4243-643-0500,4243-951-9700,Pino,2020-11-06,
4255-500-5200,4255-500-5201,Mangueira,2020-11-06,
4860-732-0200,4860-730-7700,Assento,2020-11-06,
4950-510-0202,4950-510-0204,Válvula de retenção,2020-11-06,
4951-510-0302,4951-510-0306,Pistão de comando,2020-11-06,
4311-162-3000,4311-710-4500,Suporte,2021-01-14,
1137-640-2015,1137-640-2005,"Pinhão da corrente 3/8"" PICCO 6d",2021-01-14,
4241-120-0618,4241-120-0629,Carburador C1M-100299D,2021-01-14,
4255-500-0300,4255-500-0303,Extensão da lança,2021-01-14,
6460-790-1200,4812-790-1200,Cabo em forma de arco,2021-02-17,
4003-710-2101,4003-710-2104,Cabeçote de corte TrimCut 40-2,2021-03-25,
4137-200-0213,4137-200-0247,"HT Implemento Moto-poda,30cm/12"",61PMN",2021-03-25,
4147-400-4713,4147-400-4718,Dispositivo de comando,2021-03-25,
4244-700-3402,4244-700-3406,Roda do ventilador,2021-03-25,
1111-007-1050,1111-007-1052,Jogo de juntas de vedação,2021-03-26,
4119-718-6305,4119-718-6300,Fivela,2021-03-26,
1142-007-1600,1142-007-1601,Jogo de juntas de vedação,2021-03-01,
0835-094-7002,0835-094-7014,"Disco de corte D-BA90 Ø 400mm/16""",2022-08-22,
0835-096-7002,0835-096-7005,"Disco de corte D-SB90 Ø 350mm/14""",2022-08-22,
0835-096-7003,0835-096-7006,"Disco de corte D-SB90 Ø 400mm/16""",2022-08-22,
0835-090-7034,0835-090-7050,"Disco de corte D-B10 Ø 230mm/9""",2022-08-22,
0835-090-7040,0835-090-7052,"Disco de corte D-B10 Ø 350mm/14""",2022-08-22,
0835-090-7024,0835-090-7053,"Disco de corte D-B10 Ø 400mm/16""",2022-08-22,
3523-000-0044,3613-000-0044,"Corrente 63 PM 30 cm - 3/8"" 1,3 mm",2022-08-24,
3523-000-0050,3613-000-0050,"Corrente 63 PM 35 cm - 3/8"" 1,3 mm",2022-08-24,
3523-000-0055,3613-000-0055,"Corrente 63 PM 40 cm - 3/8"" 1,3 mm",2022-08-24,
3514-000-0050,3621-000-0050,"Corrente 36 RS 32 cm - 3/8"" 1,6 mm",2022-08-24,
3514-000-0052,3621-000-0052,"Corrente 36 RS 33 cm - 3/8"" 1,6 mm",2022-08-24,
3514-000-0060,3621-000-0060,"Corrente 36 RS 40 cm - 3/8"" 1,6 mm",2022-08-24,
3514-000-0072,3621-000-0072,"Corrente 36 RS 50 cm - 3/8"" 1,6 mm",2022-08-24,
3519-000-0050,3652-000-0050,"Corrente 36 RM 32 cm - 3/8"" 1,6 mm",2022-08-24,
